snr_db,realization,noise_sigma,eta_dc,eta_total,eta_ac,eps_l2_vs_clean,eps_l2_ac_vs_clean,rmse_vs_clean,eps_parseval
20.0,27,6.663914126044088,0.9267607457702789,0.9918851829378781,0.8892012603423135,0.09304548764356532,0.3563045905168994,23.748692628979953,1.3618055416068577e-16
20.0,28,6.663914126044088,0.9303514118368706,0.9904394600544009,0.8627317480835845,0.09207249761791034,0.35252079411667675,23.500349139837716,1.3795557751297677e-16
20.0,29,6.663914126044088,0.9253317828838233,0.9909935193797276,0.8793799963609804,0.09310761965836195,0.35654376391337417,23.764551045752153,0.0
20.0,30,6.663914126044088,0.9351987389842564,0.9927038050218479,0.8874065895665284,0.09306349343789887,0.3563805642174213,23.753288381939043,2.7489351066921745e-16
20.0,31,6.663914126044088,0.9294857972685552,0.9907107928892128,0.868264736025375,0.09262146870721077,0.35301080077815555,23.640467118604573,1.397566110261059e-16
20.0,32,6.663914126044088,0.9286575346415373,0.9919953192583859,0.8877992132540663,0.09268216954573813,0.3548892853939096,23.655960245601012,1.3638013623898192e-16
20.0,33,6.663914126044088,0.9328659441114701,0.9911741055204527,0.8685332747629323,0.09309124578551817,0.3549069203846789,23.760371820266197,5.404018177017714e-16
20.0,34,6.663914126044088,0.9294232461416563,0.9900727611737051,0.859341237963137,0.09174521032265566,0.35083860511210296,23.416813166485106,4.1575752471791495e-16
20.0,35,6.663914126044088,0.931929801574874,0.9927270285228331,0.8931548365447067,0.09351444584822212,0.3579089124784927,23.868388323422398,2.729127823691014e-16
20.0,36,6.663914126044088,0.9334777322298183,0.9919771254891447,0.879395655322931,0.09312264197804315,0.35645074934937193,23.768385304260743,2.7729144724719636e-16
20.0,37,6.663914126044088,0.9320381133677715,0.991140887583184,0.8696458727704763,0.09319434017599534,0.3548820742791077,23.786685369189637,2.8077507708266093e-16
20.0,38,6.663914126044088,0.9275290563855024,0.9917858732605094,0.8866562745038257,0.09183209756139818,0.3516141486011075,23.438990043392682,1.374963078851845e-16
20.0,39,6.663914126044088,0.9359583690332759,0.9917434245573623,0.8710748724227889,0.09175054380754233,0.3510673196854887,23.41817447154592,1.3690465140134298e-16
20.0,40,6.663914126044088,0.9270465173504447,0.9917879983479588,0.8874350976294172,0.0928022024168933,0.35471431275724813,23.686597129072005,1.3508386710733537e-16
20.0,41,6.663914126044088,0.9325213889931335,0.9917664711069113,0.877983130206239,0.09134105990315879,0.34984672917538473,23.3136588456085,1.3746167580613362e-16
20.0,42,6.663914126044088,0.9342966922845491,0.9919557699283242,0.877567350086636,0.09227790492583357,0.3532339242010977,23.55277677650401,2.738676224266321e-16
20.0,43,6.663914126044088,0.9316578459362004,0.9922358402716782,0.8863928151712396,0.09260234939138419,0.3544326142885681,23.63558715326352,4.093641308598803e-16
20.0,44,6.663914126044088,0.9312143909165651,0.9921195490690785,0.8854345983712582,0.09289280841079244,0.35567313704664255,23.7097231715481,1.3805723475197957e-16
20.0,45,6.663914126044088,0.9332444931679112,0.9913153977513105,0.8699043320795397,0.09321313994502556,0.3558968888815514,23.79148377422251,0.0
20.0,46,6.663914126044088,0.9303556133173964,0.9914061181736511,0.8766033813246926,0.09299745283327439,0.3559446597678398,23.736432346681678,0.0
